wine_type,winetype_numeric,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
white,2,6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4
white,2,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7
white,2,5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11
white,2,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5
white,2,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2
white,2,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3
white,2,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3
white,2,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5
white,2,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9
white,2,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6
white,2,6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5
white,2,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2
white,2,6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6
white,2,3.9,0.225,0.4,4.2,0.03,29,118,0.989,3.57,0.36,12.8
white,2,6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1
white,2,6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12
white,2,6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6
white,2,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3
white,2,7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10
white,2,6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5
white,2,6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3
white,2,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1
white,2,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1
white,2,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5
white,2,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9
white,2,7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3
white,2,6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4
white,2,5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11
white,2,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9
white,2,6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11
white,2,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2
white,2,6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6
white,2,7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12
white,2,7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9
white,2,6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3
white,2,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5
white,2,7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6
white,2,7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1
white,2,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10
white,2,6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3
white,2,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6
white,2,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3
white,2,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2
white,2,7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9
white,2,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8
white,2,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8
white,2,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3
white,2,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7
white,2,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11
white,2,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10
white,2,7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3
white,2,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2
white,2,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1
white,2,7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3
white,2,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7
white,2,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9
white,2,6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3
white,2,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9
white,2,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8
white,2,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4
white,2,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9
white,2,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2
white,2,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6
white,2,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4
white,2,6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13
white,2,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10
white,2,6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4
white,2,5.9,0.26,0.3,1,0.036,38,114,0.9928,3.58,0.48,9.4
white,2,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9
white,2,7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2
white,2,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3
white,2,8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1
white,2,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9
white,2,8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3
white,2,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8
white,2,7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9
white,2,7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5
white,2,7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12
white,2,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5
white,2,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5
white,2,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3
white,2,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5
white,2,5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14
white,2,5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4
white,2,6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6
white,2,6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1
white,2,5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1
white,2,7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8
white,2,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6
white,2,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11
white,2,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4
white,2,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5
white,2,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6
white,2,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7
white,2,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8
white,2,6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6
white,2,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2
white,2,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6
white,2,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2
white,2,6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3
white,2,6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9
white,2,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
white,2,5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9
white,2,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5
white,2,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4
white,2,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4
white,2,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7
white,2,5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2
white,2,5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7
white,2,6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5
white,2,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12
white,2,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5
white,2,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13
white,2,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3
white,2,6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8
white,2,7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7
white,2,5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2
white,2,6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9
white,2,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1
white,2,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7
white,2,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11
white,2,7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3
white,2,7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2
white,2,6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8
white,2,5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5
white,2,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8
white,2,8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6
white,2,7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5
white,2,6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12
white,2,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4
white,2,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
white,2,6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6
white,2,9.8,0.44,0.4,2.8,0.036,35,167,0.9956,2.97,0.39,9.2
white,2,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6
white,2,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11
white,2,6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8
white,2,7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9
white,2,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4
white,2,6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7
white,2,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13
white,2,6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2
white,2,5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10
white,2,8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4
white,2,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2
white,2,7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8
white,2,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5
white,2,6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1
white,2,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7
white,2,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
white,2,6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4
white,2,7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9
white,2,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3
white,2,6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6
white,2,5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5
white,2,6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4
white,2,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11
white,2,5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3
white,2,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7
white,2,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3
white,2,7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5
white,2,7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1
white,2,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2
white,2,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333
white,2,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11
white,2,5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4
white,2,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12
white,2,6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3
white,2,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8
white,2,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9
white,2,6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7
white,2,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65
white,2,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
white,2,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9
white,2,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4
white,2,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4
white,2,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4
white,2,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9
white,2,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8
white,2,6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2
white,2,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3
white,2,6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8
white,2,5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2
white,2,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4
white,2,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13
white,2,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1
white,2,7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9
white,2,7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12
white,2,8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10
white,2,5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11
white,2,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6
white,2,9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6
white,2,6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4
white,2,5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8
white,2,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1
white,2,6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5
white,2,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10
white,2,6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2
white,2,6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7
white,2,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5
white,2,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05
white,2,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1
white,2,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8
white,2,8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2
white,2,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2
white,2,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2
white,2,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6
white,2,5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12
white,2,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9
white,2,6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2
white,2,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2
white,2,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9
white,2,6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11
white,2,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7
white,2,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8
white,2,6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4
white,2,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5
white,2,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3
white,2,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3
white,2,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9
white,2,7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10
white,2,7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7
white,2,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5
white,2,6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10
white,2,6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8
white,2,6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4
white,2,8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2
white,2,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6
white,2,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5
white,2,6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6
white,2,7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9
white,2,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1
white,2,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5
white,2,5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6
white,2,6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8
white,2,5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10
white,2,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5
white,2,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3
white,2,7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3
white,2,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1
white,2,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5
white,2,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6
white,2,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2
white,2,7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8
white,2,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3
white,2,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9
white,2,7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9
white,2,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11
white,2,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4
white,2,6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5
white,2,7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9
white,2,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9
white,2,7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2
white,2,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5
white,2,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3
white,2,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8
white,2,8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5
white,2,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7
white,2,5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3
white,2,6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8
white,2,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8
white,2,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12
white,2,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6
white,2,8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9
white,2,6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6
white,2,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2
white,2,6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5
white,2,6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1
white,2,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3
white,2,6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8
white,2,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7
white,2,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8
white,2,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5
white,2,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4
white,2,6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8
white,2,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12
white,2,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2
white,2,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6
white,2,7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5
white,2,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6
white,2,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5
white,2,6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12
white,2,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8
white,2,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6
white,2,7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2
white,2,6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3
white,2,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9
white,2,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1
white,2,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4
white,2,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2
white,2,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1
white,2,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1
white,2,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4
white,2,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2
white,2,5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5
white,2,6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2
white,2,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4
white,2,6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8
white,2,7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6
white,2,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7
white,2,6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12
white,2,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7
white,2,5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13
white,2,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1
white,2,6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9
white,2,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9
white,2,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9
white,2,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9
white,2,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7
white,2,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4
white,2,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3
white,2,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7
white,2,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4
white,2,6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10
white,2,8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5
white,2,7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3
